ID,TERM,NOTES
1773,SACARLE VIRUTA AL PISO,"Idiomatic expression or common phrase in Argentina.  The provided text does not give a definition of the phrase itself, only stating it's common in Argentina and related to the category 'Music'.  Further research is needed to determine its precise meaning and usage."
1774,"SALUD, DINERO Y AMOR","Common idiomatic expression or phrase in Argentina.  The phrase translates to ""Health, Money, and Love.""  The provided context suggests it may be related to music."
1775,SER GARDEL Y LE PERA,Idiomatic expression or common phrase in Argentina.  The provided text gives no further explanation of the meaning or usage of this idiom.
1776,SER LOS SALIERI,"Idiomatic expression or common phrase in Argentina.  The entry mentions a 'Música' (Music) chapter, suggesting a possible connection to the music world or a metaphorical use related to music.  Further information is needed to fully define the meaning and usage of this idiom."
1777,SIGA EL BAILE...,"Idiomatic expression or common phrase in Argentina.  The phrase's meaning is not explicitly given, but the context 'Música' (Music) suggests it relates to following the rhythm or flow of a dance or musical piece, possibly implying going along with something or accepting a situation."
1778,SOÑAR Y NADA MÁS,Idiomatic expression or common phrase in Argentina.  The provided text gives no further explanation of its meaning or usage.
1779,"TE FUISTE, POR LOS VISCONTI",Idiomatic expression or common phrase in Argentina.  The provided text gives no further explanation of its meaning or usage.
1780,TENER LA BATUTA,Idiomatic expression or common phrase in Argentina.  The entry indicates a connection to the topic of music (Capítulo: MÚSICA).  Further details on the meaning of the idiom are not provided in the raw text.
1781,TENER UN CORSO EN CONTRAMANO,"Idiomatic expression or common phrase in Argentina (Chapter: MUSIC).  The literal translation is ""to have a course against the traffic"", but its idiomatic meaning is not provided in the raw data and would require further research."
1782,TENER UN MAMBO,"Idiomatic expression or common phrase in Argentina.  The provided text indicates a connection to music ('Capítulo: MÚSICA'), suggesting the idiom might relate to a lively or chaotic situation, perhaps referencing a musical style or event."
1783,TOCAR DE OÍDO,"Idiomatic expression or common phrase in Argentina.  The provided text indicates it falls under the 'Music' chapter, suggesting it relates to playing music by ear."
1784,ÚLTIMO TREN A LONDRES,"Idiomatic expression or common phrase in Argentina.  The provided text mentions it's related to music ('Capítulo: MÚSICA'), suggesting it might be a song title or lyric with a figurative meaning, but the exact meaning isn't specified."
1785,UÑAS DE GUITARRERO,Idiomatic expression or common phrase in Argentina.  The provided text gives no further explanation of its meaning.
1786,VEINTE AÑOS NO ES NADA,"Idiomatic expression or common phrase in Argentina.  The phrase translates to ""Twenty years is nothing.""  The context suggests it might be related to music (indicated by 'Capítulo: MÚSICA').  Further research would be needed to fully understand its nuanced meaning and usage within the musical context."
1787,Volvió una noche,Idiomatic expression or common phrase in Argentina.  The provided text gives no further explanation of its meaning or usage.
1788,"DEPORTE, JUEGOS Y COMPETENCIAS","This is not a single idiom or phrase, but rather a chapter heading indicating that the following entries relate to sports, games, and competitions in Argentina.  The raw entry itself does not provide a specific idiom or phrase."
1789,ABRAZO DE GOL,"Idiomatic expression or common phrase in Argentina.  It relates to sports, games, and competitions."
1790,A CALZÓN QUITADO,"Idiomatic expression or common phrase in Argentina.  The provided text indicates it falls under the category of ""Sports, Games, and Competitions"", but doesn't offer a definition of the idiom itself."
1791,AGARRAR EN OFFSIDE,"Idiomatic expression or common phrase in Argentina.  The context is sports, games, and competitions."
1792,ABRIRSE DE PIERNAS,"Idiomatic expression or common phrase in Argentina.  The provided context mentions its use within the 'DEPORTE, JUEGOS Y COMPETENCIAS' (Sports, Games, and Competitions) chapter, suggesting a meaning related to a wide or significant competitive advantage or a clear path to victory."
1793,BAJAR LA GUARDIA,"Idiomatic expression or common phrase in Argentina.  The provided context mentions its use within the category of 'Sports, Games, and Competitions'.  Further information on its specific meaning within that context is needed for a complete definition."
1794,cantar las 40,"Idiomatic expression or common phrase in Argentina.  The provided context indicates it relates to sports, games, and competitions."
1795,CARA DE PÓKER,"Idiomatic expression or common phrase in Argentina.  The provided context indicates its use within the context of sports, games, and competitions."
1796,CARTÓN LLENO,"Idiomatic expression or common phrase in Argentina.  The provided context indicates it relates to sports, games, and competitions."
1797,CIRCO ROMANO,"Idiomatic expression or common phrase in Argentina.  The provided context indicates it falls under the category of Sports, Games, and Competitions."
1798,COLGAR LOS BOTINES / GUANTES,"Idiomatic expression or common phrase in Argentina.  The provided text indicates it falls under the category of Sports, Games, and Competitions."
1799,COMERSE LA CURVA,"Idiomatic expression or common phrase in Argentina.  The provided context indicates it relates to sports, games, and competitions."
1800,CON LOS TAPONES DE PUNTA,"Idiomatic expression or common phrase in Argentina.  The provided context indicates it relates to sports, games, and competitions."
1801,CONOCER EL PAÑO,"Idiomatic expression or common phrase in Argentina.  The provided context indicates it relates to sports, games, and competitions."
1802,cortita y al pie,"Idiomatic expression or common phrase in Argentina, related to sports, games, and competitions."
1803,DAR EN EL CLAVO,"Idiomatic expression or common phrase in Argentina.  The provided context indicates it's related to sports, games, and competitions."
1804,DE CHICOTE ALZADO,"Idiomatic expression or common phrase in Argentina.  The provided text indicates it falls under the category of Sports, Games, and Competitions."
1805,DEJARLA PICANDO,"Idiomatic expression or common phrase in Argentina, related to sports, games, and competitions."
1806,de punta en blanco,"Idiomatic expression or common phrase in Argentina, related to sports, games, and competitions."
1807,DOS POTENCIAS SE SALUDAN,"Idiomatic expression or common phrase in Argentina.  The provided context indicates it's related to sports, games, and competitions."
1808,EL DIA DEL ARQUERO,"Idiomatic expression or common phrase in Argentina.  It relates to sports, games, and competitions."
1809,EL DREAN TEAM,"Idiomatic expression or common phrase in Argentina.  The provided text indicates it falls under the category of Sports, Games, and Competitions."
1810,ESTAR CONTRA LAS CUERDAS,"Idiomatic expression or common phrase in Argentina.  The provided context indicates it relates to sports, games, and competitions."
1811,ESTAR EN LA CUERDA FLOJA,"Idiomatic expression or common phrase in Argentina.  The provided context indicates it relates to sports, games, and competitions."
1812,ESTAR EN LA PALMERA,"Idiomatic expression or common phrase in Argentina related to sports, games, and competitions.  The provided text does not give the meaning of the idiom itself."
1813,ESTAR EN LA LONA,"Idiomatic expression or common phrase in Argentina related to sports, games, and competitions."
1814,ESTAR EN LAS GATERAS,"Idiomatic expression or common phrase in Argentina.  The provided context indicates it relates to sports, games, and competitions."
1815,FINAL DE BANDERA VERDE,"Idiomatic expression or common phrase in Argentina.  The context is sports, games, and competitions."
1816,FUNDIR VIELA,"Idiomatic expression or common phrase in Argentina, related to sports, games, and competitions."
1817,"FÚTBOL, PASIÓN DE MULTITUDES","Idiomatic expression or common phrase in Argentina.  It translates roughly to ""Football, passion of multitudes."" It highlights the immense popularity and passionate following of football (soccer) in Argentina."
1818,¡GRACIAS! EMPLEADO…,"Idiomatic expression or common phrase in Argentina.  The context is 'Sports, Games and Competitions'.  The meaning is not explicitly defined in the provided text, only its status as an idiom within a specific context."
1819,HACER SAPO,"Idiomatic expression or common phrase in Argentina.  The provided text indicates it falls under the category of ""DEPORTE, JUEGOS Y COMPETENCIAS"" (Sports, Games, and Competitions), suggesting its use relates to competitive activities."
1820,HACERSEL EL SOTA,Idiomatic expression or common phrase in Argentina.  The provided text does not give a definition of the idiom itself.
1821,irse al mazo,"Idiomatic expression or common phrase in Argentina.  The provided context indicates it relates to sports, games, and competitions."
1822,818,"The number 818 is used as an idiomatic expression or common phrase in Argentina, specifically within the context of sports, games, and competitions.  The provided entry does not give the meaning of the idiom, only that it signifies something is very difficult."
1823,JUGADA DE AJEDREZ,"Idiomatic expression or common phrase in Argentina.  The phrase literally translates to ""chess move"", but it's used figuratively."
1824,JUGAR EN LAS GRANDES LIGAS,"Idiomatic expression or common phrase in Argentina.  It refers to competing or participating at the highest level, often in a competitive context like sports."
1825,LA BASE ESTÁ,"Idiomatic expression or common phrase in Argentina.  The provided context indicates it's related to sports, games, and competitions."
1826,LA FIGURITA DIFÍCIL,"Idiomatic expression or common phrase in Argentina.  The provided context indicates it relates to sports, games, and competitions."
1827,LA GLORIA O DEVOTO,"Idiomatic expression or common phrase in Argentina.  The provided context indicates it relates to sports, games, and competitions."
1828,LA GRAN ESPERANZA BLANCA,"Idiomatic expression or common phrase in Argentina.  The provided context indicates it falls under the category of Sports, Games, and Competitions."
1829,LA MANTA CORTA,"Idiomatic expression or common phrase in Argentina.  The provided text indicates it falls under the category of Sports, Games, and Competitions, but does not give a definition of the phrase itself."
1830,"¡LA HORA, JUEZ!","Idiomatic expression or common phrase in Argentina.  The context provided indicates its use within the domain of sports, games, and competitions."
1831,LA PELOTA NO SE MANCHA,"Idiomatic expression or common phrase in Argentina.  The phrase translates literally to ""The ball doesn't get stained.""  It's used in the context of sports, games, and competitions, implying fair play or that the outcome is accepted without complaint, regardless of the result."
1832,LO IMPORTANTE ES COMPETIR,"Idiomatic expression or common phrase in Argentina.  The phrase translates to ""The important thing is to compete.""  It is used in the context of sports, games, and competitions."
1833,LO SALVÓ LA CAMPANA,"Idiomatic expression or common phrase in Argentina.  The provided context indicates it's related to sports, games, and competitions."
1834,LUCHA A BRAZO PARTIDO,"Idiomatic expression or common phrase in Argentina.  The provided text indicates it falls under the category of 'Sports, Games, and Competitions'.  Further details on the specific meaning of the idiom are not provided in the raw entry."
1835,MANDAR AL BOMBO,"Idiomatic expression or common phrase in Argentina.  The provided text indicates it falls under the category of 'Sports, Games, and Competitions'.  Further context is needed to define the precise meaning."
1836,MARCAR LA CANCHA,"Idiomatic expression or common phrase in Argentina.  The provided text indicates it falls under the category of Sports, Games, and Competitions."
1837,NO CAZAR UN CUERO,"Idiomatic expression or common phrase in Argentina.  The provided context indicates it relates to sports, games, and competitions."
1838,NO DAR BOLILLA,"Idiomatic expression or common phrase in Argentina.  The provided context indicates it relates to sports, games, and competitions."
1839,PARAR LA PELOTA,"Idiomatic expression or common phrase in Argentina.  The provided text indicates it falls under the category of 'Sports, Games, and Competitions'.  Further context is needed to fully define its meaning."
1840,PASAR LA PELOTA,"Idiomatic expression or common phrase in Argentina.  The provided text indicates it falls under the category of Sports, Games, and Competitions."
1841,PASO A PASO,"Idiomatic expression or common phrase in Argentina.  The context provided indicates its use within the topic of sports, games, and competitions."
1842,PATEAR EL TABLERO,"Idiomatic expression or common phrase in Argentina.  The provided context indicates it relates to sports, games, and competitions."
1843,patear para los dos lados,"Idiomatic expression or common phrase in Argentina.  The provided context indicates it relates to sports, games, and competitions."
1844,PEGAR EN EL PALO,"Idiomatic expression or common phrase in Argentina.  The provided text indicates it falls under the category of sports, games, and competitions, but does not give a specific definition of the idiom's meaning."
1845,PONER LA VARA MUY ALTA,"Idiomatic expression or common phrase in Argentina related to sports, games, and competitions."
1846,PONERSE LA CAMISETA,"Idiomatic expression or common phrase in Argentina.  The provided context indicates it relates to sports, games, and competitions."
1847,PONER UNA FICHA,"Idiomatic expression or common phrase in Argentina.  The provided context indicates it relates to sports, games, and competitions."
1848,POR DEPORTE,"Idiomatic expression or common phrase in Argentina (Chapter: SPORTS, GAMES AND COMPETITIONS)."
1849,¡QUE MAL LA ESTOY PASANDO!,"Idiomatic expression or common phrase in Argentina.  It translates roughly to ""I'm having a really bad time!"" or ""I'm going through a really rough patch!""  The context provided indicates its use within the topic of sports, games, and competitions, suggesting it might be used to express frustration or disappointment after a loss or difficult challenge."
1850,ROMPER EL PRODE,"Idiomatic expression or common phrase in Argentina.  It relates to sports, games, and competitions."
1851,"¡SALÍ DE AHÍ, MARAVILLA!","Idiomatic expression or common phrase in Argentina.  The context provided is ""Sports, Games and Competitions."""
1852,¡SE AGRANDÓ CHACARITA!,"Idiomatic expression or common phrase in Argentina related to sports, games, and competitions.  The exact meaning requires further context, but it likely refers to a positive event related to the Chacarita Juniors football club, suggesting a significant improvement or victory."
1853,SER DEL PALO,"Idiomatic expression or common phrase in Argentina.  The provided text indicates it falls under the category of 'Sports, Games, and Competitions', but does not give a specific definition of the idiom's meaning."
1854,"SIGA, SIGA… DIJO LAMOLINA","Idiomatic expression or common phrase in Argentina.  The provided context indicates it falls under the category of Sports, Games, and Competitions."
1855,SILENZIO STAMPA,"Idiomatic expression or common phrase in Argentina.  The provided context indicates it's related to sports, games, and competitions."
1856,TIRAR LOS GALGOS,Idiomatic expression or common phrase in Argentina.  The provided text does not give the meaning of the idiom itself.
1857,TIRAR UN LANCE,"Idiomatic expression or common phrase in Argentina.  The provided context indicates it relates to sports, games, and competitions."
1858,PASA,"Idiomatic expression or common phrase in Argentina.  The provided context indicates it's related to sports, games, and competitions."
1859,tomarse el olivo,"Idiomatic expression or common phrase in Argentina.  The provided text does not give a definition of the phrase itself, only stating its usage within the context of sports, games, and competitions."
1860,transpirar la camiseta,"Idiomatic expression or common phrase in Argentina.  It relates to the context of sports, games, and competitions."
1861,"¡TÚ, NO HAS GANADO NADA!","Idiomatic expression or common phrase in Argentina.  It's used in the context of sports, games, and competitions."
1862,UN GOLPE BAJO,"Idiomatic expression or common phrase in Argentina.  The context provided indicates it relates to sports, games, and competitions."
1863,VENIR MAL LA MANO,"Idiomatic expression or common phrase in Argentina, related to sports, games, and competitions."
1864,VOLVER AL RUEDO,"Idiomatic expression or common phrase in Argentina.  The context is sports, games, and competitions."
1865,MEDIOS DE COMUNICACIÓN,"The phrase ""MEDIOS DE COMUNICACIÓN"" translates to ""means of communication"" in English.  The entry specifies it's an idiomatic expression or common phrase in Argentina,  appearing within a chapter titled ""MEDIOS DE COMUNICACIÓN"".  Further context is needed to determine the specific idiomatic usage, as the entry only identifies it as such."
1866,Agarrar la chiriporca,"Idiomatic expression or common phrase in Argentina.  The provided text does not give a definition of the phrase itself, only that it is an idiom used in Argentina, specifically within the context of Media (indicated by 'Capítulo: MEDIOS DE COMUNICACIÓN')."
1867,"¡ALCOYANA, ALCOYANA!",Idiomatic expression or common phrase in Argentina.  The provided text gives no further explanation of its meaning or usage.
1868,A LA HORA SEÑALADA,"Idiomatic expression or common phrase in Argentina.  The provided context suggests it relates to the media (Chapter: MEDIOS DE COMUNICACIÓN).  Further information is needed to define its precise meaning, but it likely refers to something happening at a predetermined or appointed time."
1869,"¡ASÍ, NO. ASÍ, NO!","Idiomatic expression or common phrase in Argentina.  The phrase translates literally to ""Like this, no. Like this, no!"" and expresses strong disapproval or rejection of something.  The context provided suggests its use in the media."
1870,balas que pican cerca,"Idiomatic expression or common phrase in Argentina (Chapter: Media).  The literal translation is ""bullets that sting nearby.""  It implies a situation of near-miss or danger, a situation where something bad almost happened but was narrowly avoided."
1871,BILLETERA MATA GALÁN,"Idiomatic expression or common phrase in Argentina.  The literal translation would be something like ""Wallet kills a handsome man.""  The meaning implies that money or financial resources can overcome physical attractiveness or charm in matters of relationships or courtship."
1872,Cocodrilo que duerme es cartera,"This is an idiomatic expression or common phrase in Argentina.  The literal translation is ""A sleeping crocodile is a handbag.""  The meaning and usage are not explicitly defined in the provided text, but the context suggests it's a figurative expression, likely relating to the deceptive nature of appearances or a seemingly harmless situation that could be dangerous."
1873,CON EL DIARIO DEL LUNES,Idiomatic expression or common phrase in Argentina.  The provided text gives no further explanation of its meaning or usage.
1874,¡CON SEGURIDAD!,Idiomatic expression or common phrase in Argentina.  The provided context suggests it's used in the context of Media Communications.
1875,¡CORTÁ CON TANTA DULZURA!,"Idiomatic expression or common phrase in Argentina.  The phrase translates roughly to ""Cut it with so much sweetness!""  It implies a request to stop being overly sweet, sentimental, or excessively polite, often in a situation where such behavior is inappropriate or excessive. The context suggests its use in media communication."
1876,DAR EL CHUCU-CHUCU-CHUCU,Idiomatic expression or common phrase in Argentina.  The provided text does not give a definition of the phrase's meaning.
1877,"¡DECILO, ENZO, DECILO!","Idiomatic expression or common phrase in Argentina.  The phrase translates literally to ""Say it, Enzo, say it!""  It implies urging someone named Enzo (or someone generally) to speak up or reveal something, often something considered important or controversial. The context suggests its use in media communication."
1878,"¿DE QUE ESTÁS HABLANDO, WILLIS?","Idiomatic expression or common phrase in Argentina.  The phrase translates to ""What are you talking about, Willis?""  It's used in the context of media communication (as indicated by the 'Capítulo: MEDIOS DE COMUNICACIÓN').  The origin and precise nuances of its usage within Argentinian media require further research."
1879,"¿DE QUÉ LADO ESTÁS, CHAVÓN?","Idiomatic expression or common phrase in Argentina.  The phrase translates literally to ""Which side are you on, chap?"" but functions as a way to ask someone where their allegiances lie, or what their position is on a given issue.  The context suggests it's used in the media (indicated by ""Capítulo: MEDIOS DE COMUNICACIÓN"").  ""Chavón"" is an informal term for ""guy"" or ""fellow""."
1880,DESAPARECIDO EN ACCIÓN,"Idiomatic expression or common phrase in Argentina.  The phrase translates to ""Missing in Action"".  The context suggests its use in the media."
1881,dormir sin frazada,"Idiomatic expression or common phrase in Argentina.  The literal translation is ""to sleep without a blanket.""  The provided context suggests it may relate to the media (indicated by 'Capítulo: MEDIOS DE COMUNICACIÓN'), implying a possible metaphorical usage within media discussions, though the specific meaning within that context isn't explicitly defined."
1882,EL DIARIO DE IRIGOYEN,"Idiomatic expression or common phrase in Argentina.  The entry indicates it falls under the chapter 'MEDIA'.  Further context is needed to fully define the meaning and usage, but it likely refers to a specific newspaper, publication, or media event related to Hipólito Yrigoyen, a significant figure in Argentinan history."
1883,EL MALO DE LA PELÍCULA,"Idiomatic expression or common phrase in Argentina.  It translates to ""the bad guy of the movie.""  It's used to refer to the person responsible for something bad that happened, the villain or culprit in a situation. The context suggests this is used within the context of mass media or communication."
1884,EL SHOW DEBE CONTINUAR,"This is an idiomatic expression or common phrase in Argentina.  It literally translates to ""The show must go on.""  The provided context indicates it falls under the category of ""Media.""  It implies that despite difficulties or setbacks, life or a particular event must continue."
1885,EL VIEJO TRUCO,"Idiomatic expression or common phrase in Argentina.  The provided text does not give a definition of the phrase itself, only that it is an idiom common in Argentina and related to the topic of Media (indicated by 'Capítulo: MEDIOS DE COMUNICACIÓN')."
1886,EN EUROPA NO SE CONSIGUEN,"This idiomatic expression in Argentina, found in the context of Media, implies that something is rare, unavailable, or difficult to find.  The literal translation is ""They can't be found in Europe.""  The meaning is not about the geographical location of Europe itself but rather uses it to emphasize the scarcity or unavailability of the item in question."
1887,EN LA DELGADA LÍNEA ROJA,Idiomatic expression or common phrase in Argentina.  The provided text gives no further explanation of its meaning or usage.
1888,EN LA LUCHA,"Idiomatic expression or common phrase in Argentina.  The provided context mentions it appearing in a chapter on 'Media' suggesting it might relate to journalistic or media contexts, struggles within the media, or perhaps a common phrase used to describe a difficult situation or conflict."
1889,"¡ES TUYA, JUAN!","Idiomatic expression or common phrase in Argentina.  The provided context suggests it might be related to media communication, but the exact meaning and usage are not specified in the raw entry.  Further research is needed to determine its precise meaning and context."
1890,¡ES UN DÍA PERONISTA!,"An idiomatic expression or common phrase in Argentina.  The phrase itself doesn't have a direct translation but conveys a sense of something being chaotic, unpredictable, or marked by a certain type of political maneuvering, referencing the legacy and style of Peronism in Argentina.  The context suggests it's used in the media."
1891,¡FLOR DE RELÓS…!,"Idiomatic expression or common phrase in Argentina.  The provided context mentions its appearance in a chapter on 'Media' (MEDIOS DE COMUNICACIÓN), suggesting it might be used in journalistic or media contexts.  The meaning of the idiom itself is not provided in the raw data."
1892,FUE SIN QUERER QUERIENDO,"Idiomatic expression or common phrase in Argentina.  It translates roughly to ""It was unintentional, but also intentional.""  It implies that something happened accidentally, but perhaps with a degree of underlying intention or negligence. The context suggests it's used in the context of media communication."
1893,I´LL BE BACK,"Idiomatic expression or common phrase in Argentina.  The entry mentions it's related to the chapter on 'Media' (MEDIOS DE COMUNICACIÓN), suggesting its use might be prevalent in that context.  Further information on the specific meaning and usage within Argentinian media would be needed for a more complete definition."
1894,importar un bledo,"Idiomatic expression or common phrase in Argentina (Chapter: Media).  The exact meaning isn't provided in the raw data, requiring further research to define 'importar un bledo'. The context suggests it's relevant to media communication."
1895,LA ARMADA BRANCALEONE,Idiomatic expression or common phrase in Argentina.  The provided text gives no further explanation of its meaning or usage.
1896,"¡LA CINTA, GONZALITO!","Idiomatic expression or common phrase in Argentina.  The provided context suggests it falls under the 'Media' chapter, implying a possible connection to media or communication.  The exact meaning and usage require further research beyond the provided snippet."
1897,LA VENGANZA SERÁ TERRIBLE,"This is an idiomatic expression or common phrase in Argentina.  The phrase translates to ""The revenge will be terrible."" It implies a threat of future retribution.  The context provided suggests it's used in the context of mass media (indicated by 'Capítulo: MEDIOS DE COMUNICACIÓN')."
1898,"¡MAMITA, QUERIDA!","Idiomatic expression or common phrase in Argentina.  It translates roughly to ""Mommy, darling!"" and is used as a term of endearment."
1899,mandarse un blooper,"Idiomatic expression or common phrase in Argentina (Chapter: Media).  It refers to making a mistake, blunder, or gaffe, especially in a public or broadcast context."
1900,MAÑANA SERÁ OTRO DÍA,"Common idiomatic expression or phrase in Argentina.  It translates to ""Tomorrow will be another day.""  The provided context indicates its use in the media."
1901,MÁS BUENO QUE LASSIE,"Idiomatic expression or common phrase in Argentina.  The phrase literally translates to ""Better than Lassie.""  It implies something is exceptionally good or effective, likely referencing the famed dog's loyalty and helpfulness. The context suggests its use within the media."
1902,MÁS SOLO QUE KUNG FÚ,"Idiomatic expression or common phrase in Argentina.  It literally translates to ""more alone than Kung Fu,"" implying extreme loneliness. The image likely stems from the solitary nature often depicted in Kung Fu films."
1903,"¡MATANGA, DIJO LA CHANGA!",This is an idiomatic expression or common phrase in Argentina.  The provided context suggests it's related to the media ('Capítulo: MEDIOS DE COMUNICACIÓN').  The meaning of the idiom itself is not provided in the raw data.
1904,¡MINUTO ODOL EN EL AIRE!,Idiomatic expression or common phrase in Argentina.  The provided context suggests it relates to mass media (Chapter: MEDIOS DE COMUNICACIÓN).  Further research is needed to determine the precise meaning and usage of this idiom.
1905,NADIE RESISTE UN ARCHIVO,"Idiomatic expression or common phrase in Argentina.  The literal translation is ""Nobody resists a file.""  The meaning and context are not provided in the raw data, requiring further research to fully understand its usage within the context of ""Media"" (indicated by the 'MEDIOS DE COMUNICACIÓN' chapter)."
1906,NI A PATADAS NINJAS,"Idiomatic expression or common phrase in Argentina.  The literal translation would be something like ""Not even with ninja kicks.""  It implies something is impossible or extremely difficult to achieve."
1907,¡NO HAY PROBLEMA!,"Idiomatic expression or common phrase in Argentina.  The phrase translates to ""No problem!"" in English and is used in the context of media communication (as indicated by the 'Capítulo: MEDIOS DE COMUNICACIÓN' annotation)."
1908,NO SE OLVIDEN DE CABEZAS,"Idiomatic expression or common phrase in Argentina.  The provided context suggests it's related to mass media ('MEDIOS DE COMUNICACIÓN').  The exact meaning isn't provided in the raw data, requiring further research to understand its full connotation and usage within the context of Argentinian media."
1909,parecer los campanellis,"Idiomatic expression or common phrase in Argentina.  The provided text does not give a definition of the phrase itself, only that it is an idiom used in Argentina, specifically within the context of Media (indicated by 'Capítulo: MEDIOS DE COMUNICACIÓN')."
1910,¡PARE DE SUFRIR!,"Idiomatic expression or common phrase in Argentina.  The literal translation is ""STOP SUFFERING!""  The context suggests it's likely used in the media (indicated by ""Capítulo: MEDIOS DE COMUNICACIÓN"").  Further research would be needed to determine the precise nuances of its usage and potential connotations."
1911,¡PEDRO… MIRÁ QUIÉN VINO!,"Idiomatic expression or common phrase in Argentina.  The literal translation is ""Pedro... look who came!""  It implies surprise at the arrival of someone unexpected or important. The context suggests it's used in the media (indicated by 'Capítulo: MEDIOS DE COMUNICACIÓN')."
1912,¡PELITO PA´ LA VIEJA!,"Idiomatic expression or common phrase in Argentina.  The exact meaning isn't provided in the raw data, but the context suggests it's a colloquialism, likely informal and possibly related to media (indicated by 'Capítulo: MEDIOS DE COMUNICACIÓN'). Further research would be needed to determine the precise meaning and usage."
1913,PLAN B,Idiomatic expression or common phrase in Argentina.  The provided context mentions it within the chapter on 'Media'.  Further details on its specific meaning within this context are not available.
1914,PRENSA AMARILLA,"Idiomatic expression or common phrase in Argentina.  The term refers to the ""yellow press"", sensationalist journalism."
1915,PUEDE FALLAR,"Idiomatic expression or common phrase in Argentina.  The provided context suggests it's related to the media (Chapter: MEDIOS DE COMUNICACIÓN).  The exact meaning isn't explicitly given, but implies something that might fail or has a chance of failure."
1916,"¡PUM, PARA ARRIBA!",Idiomatic expression or common phrase in Argentina.  The provided context suggests it's used in the context of mass media (Chapter: MEDIOS DE COMUNICACIÓN).  Further information on its precise meaning and usage within this context is needed for a complete definition.
1917,¡QUÉ FENÓMENO!,"Idiomatic expression or common phrase in Argentina.  The context suggests it's used in the media (Chapter: MEDIOS DE COMUNICACIÓN).  It likely expresses strong approval or amazement, similar to ""What a phenomenon!"" or ""Amazing!"" in English, but with a stronger, more emphatic tone."
1918,"¿QUÉ HAY DE NUEVO, VIEJO?","Idiomatic expression or common phrase in Argentina.  It translates roughly to ""What's new, old man?""  The context suggests it's used informally as a greeting, possibly between friends or acquaintances."
1919,QUE LA FUERZA TE ACOMPAÑE,"Idiomatic expression or common phrase in Argentina.  It's a direct translation of the English phrase ""May the Force be with you"" from Star Wars, indicating its cultural context."
1920,"¡QUÉ NOCHE, TETÉ!","Idiomatic expression or common phrase in Argentina.  The provided context suggests it's related to mass media ('MEDIOS DE COMUNICACIÓN').  The exact meaning of ""Teté"" within this phrase requires further research, as it's not explicitly defined in the provided text.  The exclamation suggests a strong emotional reaction to a particular night."
1921,¡QUÉ PAÍS GENEROSO!,"Idiomatic expression or common phrase in Argentina.  The phrase translates to ""What a generous country!""  The context suggests it's used in the media (indicated by ""Capítulo: MEDIOS DE COMUNICACIÓN"").  The exact nuance and typical usage within the media context requires further investigation."
1922,QUE PAREZCA UN ACCIDENTE,"Idiomatic expression or common phrase in Argentina.  The phrase translates literally to ""Let it look like an accident.""  The context provided suggests it relates to the media, implying a possible meaning related to concealing or disguising something to appear unintentional or accidental, perhaps in a news report or other media context."
1923,¡QUÉ PLATO DE RISA!,"Idiomatic expression or common phrase in Argentina.  It translates roughly to ""What a plate of laughter!"" and is used to express that something is very funny or hilarious."
1924,¿QUÉ PRETENDE USTED DE MÍ?,"This is an idiomatic expression or common phrase in Argentina.  It translates to ""What do you want from me?""  The context provided suggests it might be used in the context of media communications."
1925,REBELDE SIN CAUSA,"Idiomatic expression or common phrase in Argentina.  It translates to ""Rebel Without a Cause.""  The entry indicates it falls under the chapter ""Media."" This suggests it's a cultural reference, likely related to a film or a concept widely understood in Argentina's media landscape."
1926,¡SE HA FORMADO UNA PAREJA!,"Idiomatic expression or common phrase in Argentina.  The phrase translates to ""A couple has formed!"" and is likely used in the context of media, as indicated by the ""MEDIOS DE COMUNICACIÓN"" chapter."
1927,SER DON FULGENCIO,Idiomatic expression or common phrase in Argentina.  The provided text gives no further explanation of its meaning or usage.
1928,SER DOÑA PETRONA,An idiomatic expression or common phrase in Argentina.  The provided text gives no further explanation of its meaning or usage.
1929,SER EL LLANERO SOLITARIO,"Idiomatic expression or common phrase in Argentina.  The literal translation is ""to be the lone plainsman.""  It refers to someone who is isolated or independent, often implying a degree of self-reliance or even loneliness. The context suggests it's used in the context of media (indicated by the 'MEDIOS DE COMUNICACIÓN' chapter)."
1930,SER MANDRAKE,"Idiomatic expression or common phrase in Argentina.  The provided text does not give a definition of the phrase itself, only that it is an idiom used in Argentina, specifically within the context of 'Media' (MEDIOS DE COMUNICACIÓN)."
1931,"Siempre que llovió, paró","This is an idiomatic expression or common phrase in Argentina.  It literally translates to ""Whenever it rained, it stopped.""  It implies that good things don't last or that every bad situation eventually ends. The context suggests it's used in the media."
1932,"Si querés llorar, llorá","Idiomatic expression or common phrase in Argentina.  It translates roughly to ""If you want to cry, cry.""  The phrase implies permission or acceptance of crying, suggesting a lack of judgment or pressure to suppress emotions. The context provided indicates its use in the media."
1933,¡TRES EMPANADAS!,"Idiomatic expression or common phrase in Argentina.  The provided context suggests it might be related to media communication, but the exact meaning and usage are not specified."
1934,UNA DE CAWBOYS,Idiomatic expression or common phrase in Argentina.  The provided text gives no further explanation of its meaning or usage.
1935,UN CACHO DE CULTURA,Idiomatic expression or common phrase in Argentina.  The provided context suggests it relates to the media (Chapter: MEDIOS DE COMUNICACIÓN).  Further information is needed to fully define its meaning and usage.
