314. PONER LOS CUERNOS,Expresión idiomática o frase común en Argentina (Capítulo: VIDA COTIDIANA).,,IDIOM
315. PONER LOS PUNTOS,Expresión idiomática o frase común en Argentina (Capítulo: VIDA COTIDIANA).,,IDIOM
316. PONERSE LOS PANTALONES LARGOS,Expresión idiomática o frase común en Argentina (Capítulo: VIDA COTIDIANA).,,IDIOM
317. PONER UNA PICA EN FLANDES,Expresión idiomática o frase común en Argentina (Capítulo: VIDA COTIDIANA).,,IDIOM
318. QUEDAR EN EL TINTERO,Expresión idiomática o frase común en Argentina (Capítulo: VIDA COTIDIANA).,,IDIOM
320. QUEDAR ZAPATERO,Expresión idiomática o frase común en Argentina (Capítulo: VIDA COTIDIANA).,,IDIOM
321. QUEMAR LAS NAVES,Expresión idiomática o frase común en Argentina (Capítulo: VIDA COTIDIANA).,,IDIOM
322. QUEMARSE LAS PESTAÑAS,Expresión idiomática o frase común en Argentina (Capítulo: VIDA COTIDIANA).,,IDIOM
324. REPÚBLICA BANANERA,Expresión idiomática o frase común en Argentina (Capítulo: VIDA COTIDIANA).,,IDIOM
326. SACAR EL CUERO,Expresión idiomática o frase común en Argentina (Capítulo: VIDA COTIDIANA).,,IDIOM
327. SACARSE EL SOMBRERO,Expresión idiomática o frase común en Argentina (Capítulo: VIDA COTIDIANA).,,IDIOM
328. SACARSE LA LOTERÍA,Expresión idiomática o frase común en Argentina (Capítulo: VIDA COTIDIANA).,,IDIOM
329. SALVAR LA ROPA,Expresión idiomática o frase común en Argentina (Capítulo: VIDA COTIDIANA).,,IDIOM
330. SALVARSE POR UN PELO,Expresión idiomática o frase común en Argentina (Capítulo: VIDA COTIDIANA).,,IDIOM
331. ¡SE ARMÓ LA GORDA!,Expresión idiomática o frase común en Argentina (Capítulo: VIDA COTIDIANA).,,IDIOM
332. SER KOSOVO,Expresión idiomática o frase común en Argentina (Capítulo: VIDA COTIDIANA).,,IDIOM
333. SER ROCKEFELLER,Expresión idiomática o frase común en Argentina (Capítulo: VIDA COTIDIANA).,,IDIOM
"334. SÍ, BWANA",Expresión idiomática o frase común en Argentina (Capítulo: VIDA COTIDIANA).,,IDIOM
335. SIN DECIR AGUA VA,Expresión idiomática o frase común en Argentina (Capítulo: VIDA COTIDIANA).,,IDIOM
336. SUBIRSE AL CARRO DEL TRIUNFO,Expresión idiomática o frase común en Argentina (Capítulo: VIDA COTIDIANA).,,IDIOM
338. TENER LA VACA ATADA,Expresión idiomática o frase común en Argentina (Capítulo: VIDA COTIDIANA).,,IDIOM
339. TENER LA VELA,Expresión idiomática o frase común en Argentina (Capítulo: VIDA COTIDIANA).,,IDIOM
341. TENER MUCHAS ÍNFULAS,Expresión idiomática o frase común en Argentina (Capítulo: VIDA COTIDIANA).,,IDIOM
342. TENER SANGRE AZUL,Expresión idiomática o frase común en Argentina (Capítulo: VIDA COTIDIANA).,,IDIOM
343. TENER UNA PACIENCIA CHINA,Expresión idiomática o frase común en Argentina (Capítulo: VIDA COTIDIANA).,,IDIOM
345. TIRAR LA CHANCLETA,Expresión idiomática o frase común en Argentina (Capítulo: VIDA COTIDIANA).,,IDIOM
346. TIRAR LA MANGA,Expresión idiomática o frase común en Argentina (Capítulo: VIDA COTIDIANA).,,IDIOM
347. TIRAR MANTECA AL TECHO,Expresión idiomática o frase común en Argentina (Capítulo: VIDA COTIDIANA).,,IDIOM
348. ¡TODO EL AÑO ES CARNAVAL!,Expresión idiomática o frase común en Argentina (Capítulo: VIDA COTIDIANA).,,IDIOM
350. TOMAR EL PELO,Expresión idiomática o frase común en Argentina (Capítulo: VIDA COTIDIANA).,,IDIOM
351. TOMARSE EL BUQUE,Expresión idiomática o frase común en Argentina (Capítulo: VIDA COTIDIANA).,,IDIOM
352. UN BASTIÓN INEPUXNABLE,Expresión idiomática o frase común en Argentina (Capítulo: VIDA COTIDIANA).,,IDIOM
353. UN MINUTO DE SILENCIO,Expresión idiomática o frase común en Argentina (Capítulo: VIDA COTIDIANA).,,IDIOM
354. UN TRABAJO DE NEGRO,Expresión idiomática o frase común en Argentina (Capítulo: VIDA COTIDIANA).,,IDIOM
355. UN TRABAJO DE PRESO,Expresión idiomática o frase común en Argentina (Capítulo: VIDA COTIDIANA).,,IDIOM
356. VALE LO QUE PESA,Expresión idiomática o frase común en Argentina (Capítulo: VIDA COTIDIANA).,,IDIOM
357. VALER UNA BICOCA,Expresión idiomática o frase común en Argentina (Capítulo: VIDA COTIDIANA).,,IDIOM
"358. VAMOS POR PARTE, DIJO JACK",Expresión idiomática o frase común en Argentina (Capítulo: VIDA COTIDIANA).,,IDIOM
359. VENDER UN BUZÓN,Expresión idiomática o frase común en Argentina (Capítulo: VIDA COTIDIANA).,,IDIOM
360. ¡VÉRSELAS NEGRAS!,Expresión idiomática o frase común en Argentina (Capítulo: VIDA COTIDIANA).,,IDIOM
361. VISITA DE MÉDICO,Expresión idiomática o frase común en Argentina (Capítulo: VIDA COTIDIANA).,,IDIOM
362. ¡VIVA LA PEPA!,Expresión idiomática o frase común en Argentina (Capítulo: VIDA COTIDIANA).,,IDIOM
"363. YO, ARGENTINO",Expresión idiomática o frase común en Argentina (Capítulo: VIDA COTIDIANA).,,IDIOM
MITOS Y LEYENDAS,Expresión idiomática o frase común en Argentina (Capítulo: MITOS Y LEYENDAS).,,IDIOM
364. BAJAR EL MARTILLO,Expresión idiomática o frase común en Argentina (Capítulo: MITOS Y LEYENDAS).,,IDIOM
365. BALA DE PLATA,Expresión idiomática o frase común en Argentina (Capítulo: MITOS Y LEYENDAS).,,IDIOM
366. CANTO DE LAS SIRENAS,Expresión idiomática o frase común en Argentina (Capítulo: MITOS Y LEYENDAS).,,IDIOM
367. DORMIRSE EN LOS LAURELES,Expresión idiomática o frase común en Argentina (Capítulo: MITOS Y LEYENDAS).,,IDIOM
368. EL AMOR ES CIEGO,Expresión idiomática o frase común en Argentina (Capítulo: MITOS Y LEYENDAS).,,IDIOM
369. EL AVE FÉNIX,Expresión idiomática o frase común en Argentina (Capítulo: MITOS Y LEYENDAS).,,IDIOM
370. EL TALÓN DE AQUILES,Expresión idiomática o frase común en Argentina (Capítulo: MITOS Y LEYENDAS).,,IDIOM
371. ESPERAR COMO PENÉLOPE,Expresión idiomática o frase común en Argentina (Capítulo: MITOS Y LEYENDAS).,,IDIOM
373. FROTAR LA LÁMPARA,Expresión idiomática o frase común en Argentina (Capítulo: MITOS Y LEYENDAS).,,IDIOM
375. LA CAJA DE PANDORA,Expresión idiomática o frase común en Argentina (Capítulo: MITOS Y LEYENDAS).,,IDIOM
376. LA ESPADA DE DAMOCLES,Expresión idiomática o frase común en Argentina (Capítulo: MITOS Y LEYENDAS).,,IDIOM
378. LA MANZANA DE LA DISCORDIA,Expresión idiomática o frase común en Argentina (Capítulo: MITOS Y LEYENDAS).,,IDIOM
379. LA MEDIA NARANJA,Expresión idiomática o frase común en Argentina (Capítulo: MITOS Y LEYENDAS).,,IDIOM
380. LUCHA TITÁNICA,Expresión idiomática o frase común en Argentina (Capítulo: MITOS Y LEYENDAS).,,IDIOM
381. MARTES 13,Expresión idiomática o frase común en Argentina (Capítulo: MITOS Y LEYENDAS).,,IDIOM
382. ME LO CONTÓ UN PAJARITO,Expresión idiomática o frase común en Argentina (Capítulo: MITOS Y LEYENDAS).,,IDIOM
383. MUSA INSPIRADORA,Expresión idiomática o frase común en Argentina (Capítulo: MITOS Y LEYENDAS).,,IDIOM
385. NUDO GORDIANO,Expresión idiomática o frase común en Argentina (Capítulo: MITOS Y LEYENDAS).,,IDIOM
386. PÁJARO DE MAL AGÜERO,Expresión idiomática o frase común en Argentina (Capítulo: MITOS Y LEYENDAS).,,IDIOM
387. PEDRO Y EL LOBO,Expresión idiomática o frase común en Argentina (Capítulo: MITOS Y LEYENDAS).,,IDIOM
388. POR SI LAS MOSCAS,Expresión idiomática o frase común en Argentina (Capítulo: MITOS Y LEYENDAS).,,IDIOM
389. REVERDECER LOS LAURELES,Expresión idiomática o frase común en Argentina (Capítulo: MITOS Y LEYENDAS).,,IDIOM
390. SALTAR A LA YUGULAR,Expresión idiomática o frase común en Argentina (Capítulo: MITOS Y LEYENDAS).,,IDIOM
"391. SI TUVIERAN HAMBRE, PIEDRAS COMERÍAN",Expresión idiomática o frase común en Argentina (Capítulo: MITOS Y LEYENDAS).,,IDIOM
392. TENER SIETE VIDAS,Expresión idiomática o frase común en Argentina (Capítulo: MITOS Y LEYENDAS).,,IDIOM
393. UN TRABAJO CICLÓPEO,Expresión idiomática o frase común en Argentina (Capítulo: MITOS Y LEYENDAS).,,IDIOM
394. VENDER EL ALMA AL DIABLO,Expresión idiomática o frase común en Argentina (Capítulo: MITOS Y LEYENDAS).,,IDIOM
395. ¡ADELANTE CON LOS FAROLES!,Expresión idiomática o frase común en Argentina (Capítulo: RELIGIÓN).,,IDIOM
398. ¡AL DIVINO BOTÓN!,Expresión idiomática o frase común en Argentina (Capítulo: RELIGIÓN).,,IDIOM
401. ARMARSE UN TOLE TOLE,Expresión idiomática o frase común en Argentina (Capítulo: RELIGIÓN).,,IDIOM
402. BAÑARSE EN AGUA BENDITA,Expresión idiomática o frase común en Argentina (Capítulo: RELIGIÓN).,,IDIOM
403. BOCCATO DI CARDINALI,Expresión idiomática o frase común en Argentina (Capítulo: RELIGIÓN).,,IDIOM
404. CADA MUERTE DE OBISPO,Expresión idiomática o frase común en Argentina (Capítulo: RELIGIÓN).,,IDIOM
405. CAZA DE BRUJAS,Expresión idiomática o frase común en Argentina (Capítulo: RELIGIÓN).,,IDIOM
406. CHIVO EXPIATORIO,Expresión idiomática o frase común en Argentina (Capítulo: RELIGIÓN).,,IDIOM
407. COLGAR UN SAMBENITO,Expresión idiomática o frase común en Argentina (Capítulo: RELIGIÓN).,,IDIOM
408. COSA ´E MANDINGA,Expresión idiomática o frase común en Argentina (Capítulo: RELIGIÓN).,,IDIOM
409. CRUZAR LOS DEDOS,Expresión idiomática o frase común en Argentina (Capítulo: RELIGIÓN).,,IDIOM
411. CUANDO TE RECIBA SAN PEDRO,Expresión idiomática o frase común en Argentina (Capítulo: RELIGIÓN).,,IDIOM
412. DARLES MARGARITAS A LOS CHANCHOS,Expresión idiomática o frase común en Argentina (Capítulo: RELIGIÓN).,,IDIOM
418. DIOS PROVEERÁ,Expresión idiomática o frase común en Argentina (Capítulo: RELIGIÓN).,,IDIOM
420. EL ABOGADO DEL DIABLO,Expresión idiomática o frase común en Argentina (Capítulo: RELIGIÓN).,,IDIOM
421. EL DIABLO METIÓ LA COLA,Expresión idiomática o frase común en Argentina (Capítulo: RELIGIÓN).,,IDIOM
422. EL DIA DEL JUICIO FINAL,Expresión idiomática o frase común en Argentina (Capítulo: RELIGIÓN).,,IDIOM
424. EL PARAÍSO TERRENAL,Expresión idiomática o frase común en Argentina (Capítulo: RELIGIÓN).,,IDIOM
428. EMPEZAR CON EL PIE DERECHO,Expresión idiomática o frase común en Argentina (Capítulo: RELIGIÓN).,,IDIOM
429. ENTRE GALLOS Y MEDIANOCHE,Expresión idiomática o frase común en Argentina (Capítulo: RELIGIÓN).,,IDIOM
430. EN UN SANTIAMÉN,Expresión idiomática o frase común en Argentina (Capítulo: RELIGIÓN).,,IDIOM
431. ÉPOCAS DE VACAS FLACAS,Expresión idiomática o frase común en Argentina (Capítulo: RELIGIÓN).,,IDIOM
433. ESTAR EN CAPILLA,Expresión idiomática o frase común en Argentina (Capítulo: RELIGIÓN).,,IDIOM
434. ES UN SACERDOCIO,Expresión idiomática o frase común en Argentina (Capítulo: RELIGIÓN).,,IDIOM
435. HABLAR HASTA CON EL PAPA,Expresión idiomática o frase común en Argentina (Capítulo: RELIGIÓN).,,IDIOM
437. LA FE MUEVE MONTAÑAS,Expresión idiomática o frase común en Argentina (Capítulo: RELIGIÓN).,,IDIOM
438. LA PIEL DE JUDAS,Expresión idiomática o frase común en Argentina (Capítulo: RELIGIÓN).,,IDIOM
439. LA PROCESIÓN VA POR DENTRO,Expresión idiomática o frase común en Argentina (Capítulo: RELIGIÓN).,,IDIOM
441. LAVARSE LAS MANOS,Expresión idiomática o frase común en Argentina (Capítulo: RELIGIÓN).,,IDIOM
442. LLORAR COMO UNA MAGDALENA,Expresión idiomática o frase común en Argentina (Capítulo: RELIGIÓN).,,IDIOM
443. LOBOS CON PIEL DE CORDERO,Expresión idiomática o frase común en Argentina (Capítulo: RELIGIÓN).,,IDIOM
444. LOS ÚLTIMOS SERÁN LOS PRIMEROS,Expresión idiomática o frase común en Argentina (Capítulo: RELIGIÓN).,,IDIOM
445. MÁS PAPISTA QUE EL PAPA,Expresión idiomática o frase común en Argentina (Capítulo: RELIGIÓN).,,IDIOM
446. MÁS VIEJO QUE MATUSALÉN,Expresión idiomática o frase común en Argentina (Capítulo: RELIGIÓN).,,IDIOM
447. MENOS AVERIGUA DIOS Y PERDONA,Expresión idiomática o frase común en Argentina (Capítulo: RELIGIÓN).,,IDIOM
448. METER CIZAÑA,Expresión idiomática o frase común en Argentina (Capítulo: RELIGIÓN).,,IDIOM
449. MONJE NEGRO,Expresión idiomática o frase común en Argentina (Capítulo: RELIGIÓN).,,IDIOM
451. NEGAR COMO PEDRO,Expresión idiomática o frase común en Argentina (Capítulo: RELIGIÓN).,,IDIOM
456. PAGAR EL PATO,Expresión idiomática o frase común en Argentina (Capítulo: RELIGIÓN).,,IDIOM
457. PAGAR JUSTOS POR PECADORES,Expresión idiomática o frase común en Argentina (Capítulo: RELIGIÓN).,,IDIOM
458. PASAR LAS DE CAÍN,Expresión idiomática o frase común en Argentina (Capítulo: RELIGIÓN).,,IDIOM
460. POBREZA FRANCISCANA,Expresión idiomática o frase común en Argentina (Capítulo: RELIGIÓN).,,IDIOM
462. PREDICAR EN EL DESIERTO,Expresión idiomática o frase común en Argentina (Capítulo: RELIGIÓN).,,IDIOM
463. QUEDARSE PARA VESTIR SANTOS,Expresión idiomática o frase común en Argentina (Capítulo: RELIGIÓN).,,IDIOM
464. ¡QUE LA INOCENCIA TE VALGA!,Expresión idiomática o frase común en Argentina (Capítulo: RELIGIÓN).,,IDIOM
465. QUEMARSE A LO BONZO,Expresión idiomática o frase común en Argentina (Capítulo: RELIGIÓN).,,IDIOM
466. RASGARSE LAS VESTIDURAS,Expresión idiomática o frase común en Argentina (Capítulo: RELIGIÓN).,,IDIOM
467. ¡SAN BLAS! ¡SAN BLAS!,Expresión idiomática o frase común en Argentina (Capítulo: RELIGIÓN).,,IDIOM
469. SER LA MECA,Expresión idiomática o frase común en Argentina (Capítulo: RELIGIÓN).,,IDIOM
470. SER SAN CAYETANO,Expresión idiomática o frase común en Argentina (Capítulo: RELIGIÓN).,,IDIOM
471. SER UNA CARMELITA DESCALZA,Expresión idiomática o frase común en Argentina (Capítulo: RELIGIÓN).,,IDIOM
472. SERVIR EN BANDEJA DE PLATA,Expresión idiomática o frase común en Argentina (Capítulo: RELIGIÓN).,,IDIOM
473. TENER MUCHOS HUMOS,Expresión idiomática o frase común en Argentina (Capítulo: RELIGIÓN).,,IDIOM
474. TENER UN KARMA,Expresión idiomática o frase común en Argentina (Capítulo: RELIGIÓN).,,IDIOM
475. TOCAR MADERA,Expresión idiomática o frase común en Argentina (Capítulo: RELIGIÓN).,,IDIOM
478. VER LA LUZ,Expresión idiomática o frase común en Argentina (Capítulo: RELIGIÓN).,,IDIOM
CIENCIA Y TECNOLOGÍA,Expresión idiomática o frase común en Argentina (Capítulo: CIENCIA Y TECNOLOGÍA).,,IDIOM
479. AGUJERO NEGRO,Expresión idiomática o frase común en Argentina (Capítulo: CIENCIA Y TECNOLOGÍA).,,IDIOM
480. A LA VEJEZ... VIRUELA,Expresión idiomática o frase común en Argentina (Capítulo: CIENCIA Y TECNOLOGÍA).,,IDIOM
481. ALINEARSE LOS PLANETAS,Expresión idiomática o frase común en Argentina (Capítulo: CIENCIA Y TECNOLOGÍA).,,IDIOM
482. ANDAR CON PIE DE PLOMO,Expresión idiomática o frase común en Argentina (Capítulo: CIENCIA Y TECNOLOGÍA).,,IDIOM
483. CAER LA FICHA,Expresión idiomática o frase común en Argentina (Capítulo: CIENCIA Y TECNOLOGÍA).,,IDIOM
484. CAMBIAR EL CHIP,Expresión idiomática o frase común en Argentina (Capítulo: CIENCIA Y TECNOLOGÍA).,,IDIOM
485. CHOCAN LOS PLANETAS,Expresión idiomática o frase común en Argentina (Capítulo: CIENCIA Y TECNOLOGÍA).,,IDIOM
486. CIRUGÍA GRUESA,Expresión idiomática o frase común en Argentina (Capítulo: CIENCIA Y TECNOLOGÍA).,,IDIOM
487. DAR LA NAFTA,Expresión idiomática o frase común en Argentina (Capítulo: CIENCIA Y TECNOLOGÍA).,,IDIOM
488. DORAR LA PÍLDORA,Expresión idiomática o frase común en Argentina (Capítulo: CIENCIA Y TECNOLOGÍA).,,IDIOM
489. ECHAR FLIT,Expresión idiomática o frase común en Argentina (Capítulo: CIENCIA Y TECNOLOGÍA).,,IDIOM
490. EL ESLABÓN PERDIDO,Expresión idiomática o frase común en Argentina (Capítulo: CIENCIA Y TECNOLOGÍA).,,IDIOM
491. EL FIN JUSTIFICA LOS MEDIOS,Expresión idiomática o frase común en Argentina (Capítulo: CIENCIA Y TECNOLOGÍA).,,IDIOM
492. EL HUEVO O LA GALLINA,Expresión idiomática o frase común en Argentina (Capítulo: CIENCIA Y TECNOLOGÍA).,,IDIOM
493. EL MOVIMIENTO SE DEMUESTRA ANDANDO,Expresión idiomática o frase común en Argentina (Capítulo: CIENCIA Y TECNOLOGÍA).,,IDIOM
495. EL PERRO DE PAVLOV,Expresión idiomática o frase común en Argentina (Capítulo: CIENCIA Y TECNOLOGÍA).,,IDIOM
496. ENCENDERSE LA LAMPARITA,Expresión idiomática o frase común en Argentina (Capítulo: CIENCIA Y TECNOLOGÍA).,,IDIOM
497. EPPUR SI MUOVE,Expresión idiomática o frase común en Argentina (Capítulo: CIENCIA Y TECNOLOGÍA).,,IDIOM
498. ESTAR A AÑOS LUZ,Expresión idiomática o frase común en Argentina (Capítulo: CIENCIA Y TECNOLOGÍA).,,IDIOM
499. ESTAR BAJO LA LUPA,Expresión idiomática o frase común en Argentina (Capítulo: CIENCIA Y TECNOLOGÍA).,,IDIOM
500. ESTAR EN LAS ANTÍPODAS,Expresión idiomática o frase común en Argentina (Capítulo: CIENCIA Y TECNOLOGÍA).,,IDIOM
501. ¡EUREKA! ¡EUREKA!,Expresión idiomática o frase común en Argentina (Capítulo: CIENCIA Y TECNOLOGÍA).,,IDIOM
502. FALTAR UN TORNILLO,Expresión idiomática o frase común en Argentina (Capítulo: CIENCIA Y TECNOLOGÍA).,,IDIOM
503. FUEGOS ARTIFICIALES,Expresión idiomática o frase común en Argentina (Capítulo: CIENCIA Y TECNOLOGÍA).,,IDIOM
504. HABLAR SIN CASETE,Expresión idiomática o frase común en Argentina (Capítulo: CIENCIA Y TECNOLOGÍA).,,IDIOM
505. HACER LA PLANCHA,Expresión idiomática o frase común en Argentina (Capítulo: CIENCIA Y TECNOLOGÍA).,,IDIOM
"506. HOUSTON, TENEMOS UN PROBLEMA",Expresión idiomática o frase común en Argentina (Capítulo: CIENCIA Y TECNOLOGÍA).,,IDIOM
507. INVENTAR LA PÓLVORA,Expresión idiomática o frase común en Argentina (Capítulo: CIENCIA Y TECNOLOGÍA).,,IDIOM
508. LA CUADRATURA DEL CÍRCULO,Expresión idiomática o frase común en Argentina (Capítulo: CIENCIA Y TECNOLOGÍA).,,IDIOM
509. LLEVAR AGUA PARA SU MOLINO,Expresión idiomática o frase común en Argentina (Capítulo: CIENCIA Y TECNOLOGÍA).,,IDIOM
510. ¡LO QUE ES LA CENCIA!,Expresión idiomática o frase común en Argentina (Capítulo: CIENCIA Y TECNOLOGÍA).,,IDIOM
511. METER FICHAS,Expresión idiomática o frase común en Argentina (Capítulo: CIENCIA Y TECNOLOGÍA).,,IDIOM
513. NO HAY TU TÍA,Expresión idiomática o frase común en Argentina (Capítulo: CIENCIA Y TECNOLOGÍA).,,IDIOM
514. NO MOVER EL AMPERÍMETRO,Expresión idiomática o frase común en Argentina (Capítulo: CIENCIA Y TECNOLOGÍA).,,IDIOM
515. NO SER UNA PANACEA,Expresión idiomática o frase común en Argentina (Capítulo: CIENCIA Y TECNOLOGÍA).,,IDIOM
516. OLLA A PRESIÓN,Expresión idiomática o frase común en Argentina (Capítulo: CIENCIA Y TECNOLOGÍA).,,IDIOM
517. PINCHAR EL GLOBO,Expresión idiomática o frase común en Argentina (Capítulo: CIENCIA Y TECNOLOGÍA).,,IDIOM
518. PONERSE LAS PILAS,Expresión idiomática o frase común en Argentina (Capítulo: CIENCIA Y TECNOLOGÍA).,,IDIOM
519. QUERER ES PODER,Expresión idiomática o frase común en Argentina (Capítulo: CIENCIA Y TECNOLOGÍA).,,IDIOM
520. REVOLUCIÓN COPERNICANA,Expresión idiomática o frase común en Argentina (Capítulo: CIENCIA Y TECNOLOGÍA).,,IDIOM
521. SACAR CON FÓRCEPS,Expresión idiomática o frase común en Argentina (Capítulo: CIENCIA Y TECNOLOGÍA).,,IDIOM
522. SALIRSE / SOLTARSE LA CADENA,Expresión idiomática o frase común en Argentina (Capítulo: CIENCIA Y TECNOLOGÍA).,,IDIOM
523. SALTAR LA TÉRMICA,Expresión idiomática o frase común en Argentina (Capítulo: CIENCIA Y TECNOLOGÍA).,,IDIOM
524. SENTARSE EN LA SILLA ELÉCTRICA,Expresión idiomática o frase común en Argentina (Capítulo: CIENCIA Y TECNOLOGÍA).,,IDIOM
525. SIN ANESTESIA,Expresión idiomática o frase común en Argentina (Capítulo: CIENCIA Y TECNOLOGÍA).,,IDIOM
526. SINTONÍA FINA,Expresión idiomática o frase común en Argentina (Capítulo: CIENCIA Y TECNOLOGÍA).,,IDIOM
527. TENER BUENA ONDA,Expresión idiomática o frase común en Argentina (Capítulo: CIENCIA Y TECNOLOGÍA).,,IDIOM
528. TENER CUERDA PARA RATO,Expresión idiomática o frase común en Argentina (Capítulo: CIENCIA Y TECNOLOGÍA).,,IDIOM
529. TENER GANCHO,Expresión idiomática o frase común en Argentina (Capítulo: CIENCIA Y TECNOLOGÍA).,,IDIOM
530. TENERLE MIEDO AL TREN,Expresión idiomática o frase común en Argentina (Capítulo: CIENCIA Y TECNOLOGÍA).,,IDIOM
531. TOMAR CON PINZAS,Expresión idiomática o frase común en Argentina (Capítulo: CIENCIA Y TECNOLOGÍA).,,IDIOM
532. UNA VUELTA DE TUERCA,Expresión idiomática o frase común en Argentina (Capítulo: CIENCIA Y TECNOLOGÍA).,,IDIOM
533. UN CLAVO SACA OTRO CLAVO,Expresión idiomática o frase común en Argentina (Capítulo: CIENCIA Y TECNOLOGÍA).,,IDIOM
534. VÁLVULA DE ESCAPE,Expresión idiomática o frase común en Argentina (Capítulo: CIENCIA Y TECNOLOGÍA).,,IDIOM
537. AGARRAR LA VIARAZA,Expresión idiomática o frase común en Argentina (Capítulo: NATURALEZA).,,IDIOM
539. AGUANTAR EL CHUBASCO,Expresión idiomática o frase común en Argentina (Capítulo: NATURALEZA).,,IDIOM
"540. AMARGO, COMO LA HIEL",Expresión idiomática o frase común en Argentina (Capítulo: NATURALEZA).,,IDIOM
541. ANDAR CON LOS PATOS VOLADOS,Expresión idiomática o frase común en Argentina (Capítulo: NATURALEZA).,,IDIOM
544. ARRANCAR VERDE,Expresión idiomática o frase común en Argentina (Capítulo: NATURALEZA).,,IDIOM
545. ARRASTRAR EL ALA,Expresión idiomática o frase común en Argentina (Capítulo: NATURALEZA).,,IDIOM
546. AVE DE PASO,Expresión idiomática o frase común en Argentina (Capítulo: NATURALEZA).,,IDIOM
547. CABEZA DE CHORLITO,Expresión idiomática o frase común en Argentina (Capítulo: NATURALEZA).,,IDIOM
548. CAPEAR EL TEMPORAL,Expresión idiomática o frase común en Argentina (Capítulo: NATURALEZA).,,IDIOM
549. COMERSE UN GARRÓN,Expresión idiomática o frase común en Argentina (Capítulo: NATURALEZA).,,IDIOM
551. COMO PELUDO DE REGALO,Expresión idiomática o frase común en Argentina (Capítulo: NATURALEZA).,,IDIOM
552. COMO RATA POR TIRANTE,Expresión idiomática o frase común en Argentina (Capítulo: NATURALEZA).,,IDIOM
556. DAR UN OVILLO,Expresión idiomática o frase común en Argentina (Capítulo: NATURALEZA).,,IDIOM
557. ¡DE ARRIBA CAYÓ UN GATO!,Expresión idiomática o frase común en Argentina (Capítulo: NATURALEZA).,,IDIOM
560. DESPACITO Y POR LAS PIEDRAS,Expresión idiomática o frase común en Argentina (Capítulo: NATURALEZA).,,IDIOM
"561. DE TAL PALO, TAL ASTILLA",Expresión idiomática o frase común en Argentina (Capítulo: NATURALEZA).,,IDIOM
562. DÍA DE PERROS,Expresión idiomática o frase común en Argentina (Capítulo: NATURALEZA).,,IDIOM
563. DIAMANTE EN BRUTO,Expresión idiomática o frase común en Argentina (Capítulo: NATURALEZA).,,IDIOM
564. DORMIR COMO UN TRONCO,Expresión idiomática o frase común en Argentina (Capítulo: NATURALEZA).,,IDIOM
565. DORMIR CON LOS OJOS ABIERTOS,Expresión idiomática o frase común en Argentina (Capítulo: NATURALEZA).,,IDIOM
566. DURO DE ARREAR,Expresión idiomática o frase común en Argentina (Capítulo: NATURALEZA).,,IDIOM
567. ECHAR LEÑA AL FUEGO,Expresión idiomática o frase común en Argentina (Capítulo: NATURALEZA).,,IDIOM
568. ECHAR LOS BOFES,Expresión idiomática o frase común en Argentina (Capítulo: NATURALEZA).,,IDIOM
569. EL BRAZO DERECHO,Expresión idiomática o frase común en Argentina (Capítulo: NATURALEZA).,,IDIOM
571. EL CANTO DEL CISNE,Expresión idiomática o frase común en Argentina (Capítulo: NATURALEZA).,,IDIOM
EL HOMBRE ES EL ÚNICO ANIMAL QUE TROPIEZA DOS VECES CON,Expresión idiomática o frase común en Argentina (Capítulo: NATURALEZA).,,IDIOM
LA MISMA PIEDRA,Expresión idiomática o frase común en Argentina (Capítulo: NATURALEZA).,,IDIOM
575. EL PERRO DEL HORTELANO,Expresión idiomática o frase común en Argentina (Capítulo: NATURALEZA).,,IDIOM
580. ENTRE BUEYES NO HAY CORNADAS,Expresión idiomática o frase común en Argentina (Capítulo: NATURALEZA).,,IDIOM
581. ERROR GARRAFAL,Expresión idiomática o frase común en Argentina (Capítulo: NATURALEZA).,,IDIOM
582. ESPERAR LA CIGÜEÑA,Expresión idiomática o frase común en Argentina (Capítulo: NATURALEZA).,,IDIOM
583. ESTAR EN ASCUAS,Expresión idiomática o frase común en Argentina (Capítulo: NATURALEZA).,,IDIOM
584. ESTAR EN BOGA,Expresión idiomática o frase común en Argentina (Capítulo: NATURALEZA).,,IDIOM
585. GASTAR PÓLVORA EN CHIMANGOS,Expresión idiomática o frase común en Argentina (Capítulo: NATURALEZA).,,IDIOM
586. HABLAR DE BUEYES PERDIDOS,Expresión idiomática o frase común en Argentina (Capítulo: NATURALEZA).,,IDIOM
587. HABLAR GANSADAS,Expresión idiomática o frase común en Argentina (Capítulo: NATURALEZA).,,IDIOM
"588. HACER DE TRIPAS, CORAZÓN",Expresión idiomática o frase común en Argentina (Capítulo: NATURALEZA).,,IDIOM
589. HACER LEÑA DEL ÁRBOL CAÍDO,Expresión idiomática o frase común en Argentina (Capítulo: NATURALEZA).,,IDIOM
590. HACERSE EL OSO,Expresión idiomática o frase común en Argentina (Capítulo: NATURALEZA).,,IDIOM
591. HACERSE MALA SANGRE,Expresión idiomática o frase común en Argentina (Capítulo: NATURALEZA).,,IDIOM
592. HIERBA MALA NUNCA MUERE,Expresión idiomática o frase común en Argentina (Capítulo: NATURALEZA).,,IDIOM
593. ¡HIJO `E TIGRE!,Expresión idiomática o frase común en Argentina (Capítulo: NATURALEZA).,,IDIOM
