language_code,category,region_code,Term_Phrase_Item,notes,tags
es-AR,IDIOM,Argentina,Pan y circo,"Idiomatic expression or common phrase in Argentina.  The phrase translates literally to ""bread and circuses."" It refers to a political strategy of distracting the population with superficial pleasures (the ""bread"" and ""circuses"") to prevent them from focusing on important issues or demanding political change.  This is a reference to a concept originating in ancient Rome.","Politics,Distraction,Idiom"
es-AR,IDIOM,Argentina,"PARA MUESTRA, BASTA UN BOTÓN","This is an idiomatic expression or common phrase in Argentina.  The literal translation is ""For a sample, a button is enough.""  It means that a small example is sufficient to demonstrate something or prove a point.  The entry indicates it belongs to a chapter on famous phrases.","Argentina, Idiom, Figurative Language"
es-AR,IDIOM,Argentina,¡PATRIA O MUERTE!,"A common idiomatic expression or phrase in Argentina.  It translates to ""Homeland or Death!"" and is a famous phrase, likely referencing a historical or political context.","Argentina,Political,Historical"
es-AR,IDIOM,Argentina,RENOVARSE ES VIVIR,"This is an idiomatic expression or common phrase in Argentina.  It translates to ""To renew oneself is to live.""  The entry indicates it belongs to a chapter on famous phrases.","Argentina, Idiom, Renewal"
es-AR,IDIOM,Argentina,ROMA NO PAGA TRAIDORES,"This is an idiomatic expression or common phrase in Argentina.  The literal translation is ""Rome does not pay traitors.""  The meaning and usage are not explicitly defined in the provided text, but it implies a cultural understanding of the phrase's meaning within Argentina.","Argentina, Idiom, Proverb"
es-AR,IDIOM,Argentina,TODO HOMBRE TIENE SU PRECIO,"This is an idiomatic expression or common phrase in Argentina.  The literal translation is ""Every man has his price.""  It implies that everyone has a weakness or vulnerability that can be exploited, or that everyone can be bought or bribed for the right amount of money.","Idiomatic,Argentina,Corruption"
es-AR,IDIOM,Argentina,¿TÚ TAMBIÉN… BRUTO?,"Idiomatic expression or common phrase in Argentina.  The provided text indicates it's categorized under ""FRASES CÉLEBRES"" (Famous Phrases).  Further context is needed to fully understand the meaning and usage of this phrase.","Argentina,Idiomatic,Informal"
es-AR,IDIOM,Argentina,Ver Nápoles y después morir,"Idiomatic expression or common phrase in Argentina.  The literal translation is ""See Naples and then die.""  The meaning and cultural context are not explicitly provided in the raw entry, but it implies a life goal or experience so significant that it makes death afterward acceptable.  Further research into Argentinian culture would be needed to fully understand its nuances.","Argentina,Idiom,Phrase"
es-AR,IDIOM,Argentina,Victoria Pírrica,"Idiom or common phrase in Argentina.  The provided text indicates it belongs to a chapter titled ""FRASES CÉLEBRES"" (Famous Phrases), suggesting it's a well-known expression with cultural significance.","Argentina,Idiom,Famous Phrase"
es-AR,IDIOM,Argentina,"VÍSTEME DESPACIO, QUE TENGO PRISA","Idiomatic expression or common phrase in Argentina.  The literal translation is ""Dress me slowly, I'm in a hurry.""  It's a paradoxical expression, highlighting the irony of needing something done quickly while the process itself requires time.  The context suggests it might be used humorously or sarcastically in situations where someone is being rushed or needs something done carefully despite time constraints.","Idiom,Argentina,Paradoxical"
es-AR,IDIOM,Argentina,"Vox populi, vox Dei","This is an idiomatic expression or common phrase in Argentina.  It translates to ""The voice of the people is the voice of God.""  The entry indicates it belongs to a chapter on famous phrases.","Latin,Proverb,Argentina"
es-AR,IDIOM,Argentina,"Zapatero, a tus zapatos","This is an idiomatic expression or common phrase in Argentina.  The literal translation is ""Shoemaker, to your shoes."" It implies 'mind your own business' or 'stick to what you know'.  The provided text categorizes it under ""FRASES CÉLEBRES"" (famous phrases).","idiom,Argentina,informal"
es-AR,IDIOM,Argentina,ABRIR EL PARAGUAS,"Idiomatic expression or common phrase in Argentina.  The provided text does not give a definition of the idiom itself, only that it is common in Argentina and falls under the category of daily life.","Argentina, Idiom, Daily Life"
es-AR,IDIOM,Argentina,A CAPA Y ESPADA,Idiomatic expression or common phrase in Argentina.  The provided text indicates it falls under the 'Daily Life' chapter.,"Argentina, Idiom, Informal"
es-AR,IDIOM,Argentina,A GRANEL,Idiomatic expression or common phrase in Argentina.  The provided text does not give a definition of the phrase itself.,"Argentina,Idiomatic,Everyday Life"
es-AR,IDIOM,Argentina,¡AL TUN TÚN!,Idiomatic expression or common phrase in Argentina.  The provided text does not offer a definition of the phrase's meaning or usage.,"Argentina,Idiomatic,Informal"
es-AR,IDIOM,Argentina,AMO Y SEÑOR,Idiomatic expression or common phrase in Argentina.  The provided text indicates it's used in everyday life (VIDA COTIDIANA).  Further details on the specific meaning and usage are not available in the provided entry.,"Argentina,Informal,Idiomatic"
es-AR,IDIOM,Argentina,ANDAR COMO BOLA SIN MANIJA,"Idiomatic expression or common phrase in Argentina (Chapter: DAILY LIFE).  It literally translates to ""to go around like a ball without a handle.""  The meaning implies moving erratically, uncontrollably, or without direction.","Argentina,Informal,Idiom"
es-AR,IDIOM,Argentina,ANDAR DE CAPA CAÍDA,Idiomatic expression or common phrase in Argentina (Chapter: DAILY LIFE).,"Argentina,Idiomatic,Daily Life"
es-AR,IDIOM,Argentina,A ojo de buen cubero,Idiomatic expression or common phrase in Argentina.  The provided text does not give a definition of the phrase itself.,"Argentina, Idiom, Informal"
es-AR,IDIOM,Argentina,AGARRAR EL SULKY A PATADAS,"Idiomatic expression or common phrase in Argentina.  The literal translation would be something like ""to kick the sulky"".  The meaning and context are not provided in the raw entry, requiring further research to fully understand its nuanced meaning within Argentinian culture.","Argentina, Idiom, Informal"
es-AR,IDIOM,Argentina,A LOS PONCHAZOS,Idiomatic expression or common phrase in Argentina.  The provided text does not give a definition of the phrase itself.,"Argentina, Idiom, Informal"
es-AR,IDIOM,Argentina,A CARA O CRUZ,"Idiomatic expression or common phrase in Argentina.  The phrase translates literally to ""heads or tails"", referring to the common coin flip game.  It implies a decision based on chance or a 50/50 proposition.","Argentina,Heads or Tails,Decision"
es-AR,IDIOM,Argentina,¡ACÁ Y EN LA CHINA!,"Idiomatic expression or common phrase in Argentina.  The literal translation is ""Here and in China,"" but it implies something is happening everywhere or is very widespread.  It's used to emphasize the ubiquity of something.","Ubiquity,Common,Argentina"
es-AR,IDIOM,Argentina,"A confesión de parte, relevo de prueba","This is an idiomatic expression common in Argentina.  It translates literally to ""A confession from a party, relieves the need for proof.""  It means that a confession eliminates the need for further evidence.  The context suggests it's used in everyday life.","idiom,legal,Argentina"
es-AR,IDIOM,Argentina,AGARRARSE UNA MOTO,Idiomatic expression or common phrase in Argentina.  The provided text does not give a definition of the phrase itself.,"Argentina, Idiom, Informal"
es-AR,IDIOM,Argentina,¡A LA BARTOLA!,"Idiomatic expression or common phrase in Argentina.  The provided text does not give a definition of the phrase itself, only that it is common in Argentina and falls under the category of everyday life ('VIDA COTIDIANA').","Argentina,Informal,Idiomatic"
es-AR,IDIOM,Argentina,¡A LA SAN FASÓN!,Idiomatic expression or common phrase in Argentina.  The provided text gives no further explanation of its meaning or usage.,"Argentina,Informal,Idiomatic"
es-AR,IDIOM,Argentina,"al pan, pan y al vino, vino","Idiomatic expression or common phrase in Argentina.  It literally translates to ""to bread, bread and to wine, wine.""  It implies being frank, direct, and honest; calling a spade a spade. The chapter 'VIDA COTIDIANA' (Daily Life) suggests its frequent use in everyday conversation.","idiom, honesty, directness"
es-AR,PROVERB,Argentina,"AL QUE LE QUEPA EL SACO, QUE SE LO PONGA","Idiomatic expression or common phrase in Argentina.  It translates roughly to ""Let the one whom the jacket fits, put it on.""  It implies that whoever the statement applies to should accept responsibility or acknowledge the truth of the situation. The phrase uses the metaphor of a jacket fitting to indicate that the statement applies to a specific person or group.","Proverb,Responsibility,Argentina"
es-AR,IDIOM,Argentina,¡ANDÁ A CONTARLE A MAGOYA!,"Idiomatic expression or common phrase in Argentina.  The exact meaning isn't provided in the raw data, but the context suggests it's a dismissive or incredulous phrase, similar to ""Go tell that to someone who cares"" or ""Yeah, right.""","Informal,Dismissive,Argentina"
es-AR,IDIOM,Argentina,APAGAR EL INCENDIO,"Idiomatic expression or common phrase in Argentina (Chapter: DAILY LIFE).  The literal translation is ""to put out the fire.""  It likely refers to resolving a difficult or tense situation quickly and effectively.","Argentina, Idiom, Daily Life"
es-AR,IDIOM,Argentina,"APLAUSO, MEDALLA Y BESO",Idiomatic expression or common phrase in Argentina.  The provided text does not give a definition of the phrase's meaning.,"Argentina,Idiomatic Expression,Everyday Life"
es-AR,IDIOM,Argentina,APLICAR MAFIA,"Idiomatic expression or common phrase in Argentina.  The exact meaning isn't provided in the raw data, but the context suggests it relates to everyday life ('VIDA COTIDIANA').  Further research would be needed to determine the precise meaning and nuances of this idiom.","Argentina,Idiom,Informal"
es-AR,IDIOM,Argentina,"¡ARACA, LA CANA!",Idiomatic expression or common phrase in Argentina.  The provided text does not give a definition of the phrase itself.,"Argentina,Idiomatic,Informal"
es-AR,IDIOM,Argentina,AÑO VERDE,"Common idiomatic expression or phrase in Argentina.  The provided text does not give a definition of the phrase itself, only that it is common in Argentina and falls under the category of everyday life.","Argentina,Idiomatic,Everyday Life"
es-AR,IDIOM,Argentina,ARMAR EL CIRCO,"Idiomatic expression or common phrase in Argentina (Chapter: DAILY LIFE).  The exact meaning isn't provided in the raw data, but it implies creating or causing a chaotic or troublesome situation.","Argentina,Idiomatic,Informal"
es-AR,IDIOM,Argentina,"¡ARROZ, ARROZ!","An idiomatic expression or common phrase in Argentina.  The provided text does not give a definition of its meaning or usage, only stating it's common in daily life ('VIDA COTIDIANA').","Argentina,Idiomatic,Everyday"
es-AR,IDIOM,Argentina,¡A troche y moche!,Idiomatic expression or common phrase in Argentina.  The provided text does not offer a definition of the phrase's meaning.,"Argentina,Informal,Idiomatic"
es-AR,PROVERB,Argentina,"Aunque la mona se vista de seda, mona se queda","This is an idiom or common phrase in Argentina.  It literally translates to ""Even if the monkey dresses in silk, it remains a monkey.""  It means that no matter how much someone tries to change their outward appearance or status, their inherent nature or character remains the same.","Proverb,Figurative Language,Argentina"
es-AR,IDIOM,Argentina,BAJAR LA CAÑA,"Idiomatic expression or common phrase in Argentina (Chapter: DAILY LIFE).  The exact meaning is not provided in the raw data, requiring further research to determine the specific meaning and nuances of this idiom.","Argentina,Idiom,Informal"
es-AR,IDIOM,Argentina,BAJAR LA PERSIANA,"Idiomatic expression or common phrase in Argentina (Chapter: DAILY LIFE).  The exact meaning isn't provided in the raw data, requiring further research to determine the specific meaning of ""bajar la persiana"" in Argentinian Spanish.","Argentina, Idiom, Daily Life"
es-AR,IDIOM,Argentina,BAJARSE LOS PANTALONES,Idiomatic expression or common phrase in Argentina.  The provided text does not give a definition of the phrase's meaning.,"Argentina,Idiomatic Expression,Informal"
es-AR,IDIOM,Argentina,BORRACHO COMO UNA CUBA,"Idiomatic expression or common phrase in Argentina.  It literally translates to ""drunk as a Cuba,"" but the meaning is simply ""very drunk"". The phrase uses ""Cuba"" metaphorically, not literally referencing the island nation.","Informal,Argentina,Alcohol"
es-AR,IDIOM,Argentina,BUQUE INSIGNIA,Idiomatic expression or common phrase in Argentina.  The provided text does not give a definition of the phrase itself.,"Argentina,Idiomatic,Everyday Life"
es-AR,IDIOM,Argentina,BUSCAR UNA AGUJA EN UN PAJAR,"Idiomatic expression or common phrase in Argentina.  It literally translates to ""looking for a needle in a haystack"", and carries the same meaning as the English equivalent:  to search for something that is extremely difficult or nearly impossible to find.","idiom,difficult,search"
es-AR,IDIOM,Argentina,CADA LOCO CON SU TEMA,"Idiomatic expression or common phrase in Argentina.  It translates roughly to ""Every person has their own thing."" or ""To each their own.""  It implies that everyone has their own interests, preferences, or quirks, and that it's okay to be different.","idiom,Argentina,common phrase"
es-AR,IDIOM,Argentina,CADA MAESTRITO CON SU LIBRITO,"Idiomatic expression or common phrase in Argentina.  The phrase translates literally to ""Each little master with his little book.""  It implies that everyone has their own methods, opinions, or ways of doing things.  It suggests that while there might be a standard way of doing something, individual approaches are acceptable or even expected.","idiom,Argentina,common phrase"
es-AR,IDIOM,Argentina,CAERSE LOS ANILLOS,Idiomatic expression or common phrase in Argentina.  The provided text does not give a definition of the phrase itself.,"Argentina,Idiomatic Expression,Informal"
es-AR,PROVERB,Argentina,CALAVERA NO CHILLA,"This is an idiomatic expression or common phrase in Argentina.  The literal translation is ""skull doesn't scream"". It's used in the context of everyday life and implies that those who are dead cannot speak or reveal secrets.  The meaning is similar to the English proverb ""the dead tell no tales"".","Proverb,Death,Secret"
es-AR,IDIOM,Argentina,CARGAR CON EL MUERTO,"Idiomatic expression or common phrase in Argentina (Chapter: DAILY LIFE).  The exact meaning isn't provided in the raw data, requiring further research to define the idiom's meaning and usage within Argentinian culture.","Argentina,Idiomatic Expression,Daily Life"
es-AR,IDIOM,Argentina,CARNE DE CAÑÓN,Idiomatic expression or common phrase in Argentina (Chapter: DAILY LIFE).  The provided text does not give a definition of the idiom itself.,"Argentina,Idiom,Daily Life"
es-AR,IDIOM,Argentina,Castillos en el aire,"Idiomatic expression or common phrase in Argentina (Chapter: DAILY LIFE).  It literally translates to ""castles in the air"", implying unrealistic or impractical plans or dreams.","Argentina,Idiom,Dreams"
es-AR,IDIOM,Argentina,CHAUCHA Y PALITOS,Idiomatic expression or common phrase in Argentina.  The provided text does not offer a definition of the phrase itself.,"Argentina,Idiomatic,Everyday Life"
es-AR,IDIOM,Argentina,CHOCAR LA FERRARI,"Idiomatic expression or common phrase in Argentina (Chapter: DAILY LIFE).  The exact meaning isn't provided in the raw data, requiring further research to understand the idiom's full context and meaning within Argentinian culture.","Argentina, Idiom, Informal"
es-AR,IDIOM,Argentina,CHUPAR LAS MEDIAS,Idiomatic expression or common phrase in Argentina.  The provided text does not offer a definition of the phrase's meaning.,"Argentina,Idiomatic,Informal"
es-AR,IDIOM,Argentina,COMO PIÑA,Idiomatic expression or common phrase in Argentina.  The provided text does not give the meaning of the idiom.,"Argentina, Idiom, Everyday Life"
es-AR,IDIOM,Argentina,CON CARPA,Idiomatic expression or common phrase in Argentina.  The provided text does not give a definition of the phrase itself.,"Argentina,Idiomatic,Everyday Life"
es-AR,IDIOM,Argentina,CON EL CUCHILLO ABAJO DEL PONCHO,"Idiomatic expression or common phrase in Argentina.  The literal translation is ""with the knife under the poncho.""  The provided text does not give a specific meaning or cultural context for this idiom.","Argentina,Idiom,Informal"
es-AR,IDIOM,Argentina,CON EL CUCHILLO ENTRE LOS DIENTES,"Idiomatic expression or common phrase in Argentina.  The literal translation is ""with the knife between the teeth."" It implies determination, perseverance, and a willingness to face difficulties with grit and resolve, even if it means facing danger or hardship.","Determination,Perseverance,Grit"
es-AR,IDIOM,Argentina,CONFUNDIR JABÓN CON HILO NEGRO,"This is an idiomatic expression or common phrase in Argentina.  It literally translates to ""confuse soap with black thread.""  The meaning is not directly apparent from the literal translation and requires cultural understanding within the Argentinian context.  The provided text does not give the meaning of the idiom.","Argentina, Idiom, Figurative Language"
es-AR,IDIOM,Argentina,CON GALERA Y BASTÓN,Idiomatic expression or common phrase in Argentina.  The provided text does not give a definition of the phrase itself.,"Argentina,Idiomatic Expression,Daily Life"
es-AR,IDIOM,Argentina,CON LAS BOTAS PUESTAS,"Idiomatic expression or common phrase in Argentina.  The provided text does not give a definition of the phrase itself, only stating it's common in Argentina and falls under the category of everyday life.","Argentina, Idiom, Everyday Life"
es-AR,IDIOM,Argentina,CON LA SOGA AL CUELLO,"Idiomatic expression or common phrase in Argentina.  The literal translation is ""with the rope around the neck,"" implying a situation of extreme danger or urgency, being in a very difficult or precarious situation.","Informal,Danger,Argentina"
es-AR,IDIOM,Argentina,CONSULTAR CON LA ALMOHADA,"Idiomatic expression or common phrase in Argentina.  The phrase literally translates to ""consult with the pillow."" It refers to the act of sleeping on a problem or issue to gain clarity or a solution after a period of rest and reflection.","Argentina, Idiom, Sleep"
es-AR,IDIOM,Argentina,CONTAR LAS COSTILLAS,Idiomatic expression or common phrase in Argentina.  The provided text does not give a definition of the idiom itself.,"Argentina, Idiom, Everyday Life"
es-AR,IDIOM,Argentina,CORRER CON EL CABALLO DEL COMISARIO,Idiomatic expression or common phrase in Argentina.  The provided text does not give a definition of the idiom itself.,"Argentina, Idiom, Everyday Life"
es-AR,IDIOM,Argentina,CORRER LA CONEJA,Idiomatic expression or common phrase in Argentina.  The provided text does not give a definition of the phrase itself.,"Argentina,Idiomatic,Everyday Life"
es-AR,IDIOM,Argentina,CORTAR EL BACALAO,Idiomatic expression or common phrase in Argentina.  The provided text does not give a definition of the phrase itself.,"Argentina, Idiom, Everyday Life"
es-AR,IDIOM,Argentina,CORTAR EL ROSTRO,Idiomatic expression or common phrase in Argentina.  The provided text does not give a definition of the phrase itself.,"Argentina,Idiomatic Expression,Daily Life"
es-AR,IDIOM,Argentina,COTIZAR EN BOLSA,"Idiomatic expression or common phrase in Argentina (Chapter: DAILY LIFE).  The exact meaning isn't provided in the raw data, requiring further research to define 'cotizar en bolsa' within the Argentinan context of daily life.","Argentina, Idiom, Daily Life"
es-AR,IDIOM,Argentina,CUIDAR LA QUINTITA,Idiomatic expression or common phrase in Argentina.  The provided text does not give a definition of the phrase itself.,"Argentina,Idiomatic Expression,Daily Life"
es-AR,IDIOM,Argentina,CUELLO DE BOTELLA,Idiomatic expression or common phrase in Argentina (Chapter: DAILY LIFE).,"Argentina, Idiom, Daily Life"
es-AR,IDIOM,Argentina,DEL TIEMPO DEL ÑAUPA,Idiomatic expression or common phrase in Argentina.  The provided text does not offer a definition of the phrase itself.,"Argentina,Idiomatic,Informal"
es-AR,IDIOM,Argentina,"DE PASO, CAÑAZO","Idiomatic expression or common phrase in Argentina (Chapter: DAILY LIFE).  The exact meaning isn't provided in the raw data, requiring further research to fully define this idiom.","Argentina,Idiomatic,Informal"
es-AR,IDIOM,Argentina,DESPERTARSE EL INDIO,"Idiomatic expression or common phrase in Argentina.  The provided text does not give a definition of the phrase itself, only that it is an idiom used in daily life.","Argentina, Idiom, Daily Life"
es-AR,IDIOM,Argentina,DONDE APRIETA EL ZAPATO,"Idiomatic expression or common phrase in Argentina.  It literally translates to ""where the shoe pinches.""  Figuratively, it means ""the crux of the matter"", ""the main problem"", or ""the sore point"".  The phrase is used to identify the core issue or the most pressing problem in a situation.","idiom,Argentina,problem"
es-AR,PROVERB,Argentina,"DONDE MANDA CAPITÁN, NO MANDA MARINERO","This is an idiomatic expression or common phrase in Argentina.  It translates roughly to ""Where the captain commands, the sailor does not.""  It implies that in a hierarchical structure, the person in charge has ultimate authority and their decisions are not to be questioned by subordinates. The phrase is categorized under ""VIDA COTIDIANA"" (Daily Life) suggesting common usage.","Proverb,Authority,Hierarchy"
es-AR,IDIOM,Argentina,dormir con el enemigo,"Idiomatic expression or common phrase in Argentina (Chapter: DAILY LIFE).  The literal translation is ""to sleep with the enemy.""  The meaning and usage would require further research beyond the provided text.","Argentina,Idiom,Figurative Language"
es-AR,IDIOM,Argentina,dormir la mona,Idiomatic expression or common phrase in Argentina.  The provided text does not give a definition of the phrase itself.,"Argentina,Idiomatic,Informal"
es-AR,IDIOM,Argentina,ECHANDO PUTAS,"Idiomatic expression or common phrase in Argentina (Chapter: DAILY LIFE).  The exact meaning isn't provided in the raw data, but the context suggests it's likely a vulgar or informal expression.","Informal,Argentina,Vulgar"
es-AR,IDIOM,Argentina,ECHAR UNA CANA AL AIRE,Idiomatic expression or common phrase in Argentina (Chapter: DAILY LIFE).  The provided text does not give a definition of the idiom itself.,"Argentina,Idiom,Daily Life"
es-AR,PROVERB,Argentina,"EL DINERO NO HACE LA FELICIDAD, PERO AYUDA BASTANTE","This is a common idiom or phrase in Argentina.  It translates to ""Money doesn't buy happiness, but it helps a lot.""  It reflects a common sentiment acknowledging the limitations of money in providing happiness while recognizing its practical value in improving one's life.","Proverb,Money,Happiness"
es-AR,PROVERB,Argentina,EL QUE AVISA NO TRAICIONA,"This is an idiomatic expression or common phrase in Argentina.  It translates to ""He who warns does not betray.""  It implies that giving a warning or providing advance notice of something is not an act of betrayal, but rather a helpful or considerate action. The context suggests it's used in everyday life.","Proverb,Argentina,Warning"
es-AR,PROVERB,Argentina,"EL QUE RÍE ÚLTIMO, RÍE MEJOR","This is an idiomatic expression or common phrase in Argentina.  It translates to ""He who laughs last, laughs best.""  It implies that ultimate success or satisfaction is more important than immediate reactions or temporary advantages.","Proverb,Common Phrase,Argentina"
es-AR,IDIOM,Argentina,EL QUID DE LA CUESTIÓN,Idiomatic expression or common phrase in Argentina.  The provided text does not offer a definition of the phrase itself.,"Argentina,Idiomatic Expression,Everyday Life"
es-AR,IDIOM,Argentina,EL TIEMPO ES TIRANO,"Idiomatic expression or common phrase in Argentina.  The phrase translates to ""Time is a tyrant."" It implies that time is relentless and unforgiving, often used to express the feeling of being pressed for time or the impact of time's passage.","Time,Relentless,Argentina"
es-AR,IDIOM,Argentina,EL ÚLTIMO OREJÓN DEL TARRO,"Idiomatic expression or common phrase in Argentina.  The literal translation would be ""the last big-eared one of the jar.""  The meaning and cultural context are not provided in the raw data, requiring further research to fully explain its usage.","Argentina, Idiom, Figurative Language"
es-AR,IDIOM,Argentina,EL ÚLTIMO QUE APAGUE LA LUZ,"Idiomatic expression or common phrase in Argentina.  It literally translates to ""The last one to turn off the light.""  The provided context suggests it's used in everyday life (VIDA COTIDIANA).  Further cultural context or specific usage examples are not provided in the raw data.","Argentina,Idiomatic,Everyday"
es-AR,PROVERB,Argentina,"En casa de herrero, cuchillo de palo","This is an idiom or common phrase in Argentina.  It literally translates to ""In the blacksmith's house, a wooden knife.""  It implies that someone who has the means or skills to do something well, often lacks the same in their own life or home.  It highlights the irony of a situation where someone skilled in a particular area is deficient in that same area within their own personal domain.","Irony,Proverb,Argentina"
es-AR,PROVERB,Argentina,"EN EL PAÍS DE LOS CIEGOS, EL TUERTO ES REY","This is an idiom or common phrase in Argentina.  It translates to ""In the land of the blind, the one-eyed man is king.""  It signifies that in a context where everyone lacks a particular skill or knowledge, someone with even a minimal level of that skill or knowledge will be considered superior or dominant.","Proverb,Argentina,Idiomatic"
es-AR,IDIOM,Argentina,EN LA COCHINCHINA,Idiomatic expression or common phrase in Argentina.  The provided text does not give a definition or explanation of the phrase's meaning or cultural context.,"Argentina,Idiomatic,Everyday"
es-AR,PROVERB,Argentina,EN LA GUERRA Y EN EL AMOR TODO VALE,"This is an idiomatic expression or common phrase in Argentina.  It translates to ""In war and in love, everything is permitted"" or ""In war and love, all is fair"". It suggests that in these intense situations, any action is justifiable or acceptable, even if normally considered inappropriate.","Proverb,Argentina,Informal"
es-AR,IDIOM,Argentina,ENSALADA RUSA,"Common idiomatic expression or phrase in Argentina.  The provided text does not give a definition of the phrase itself, only its status as an idiom within Argentinian daily life.","Argentina,Idiom,Daily Life"
es-AR,IDIOM,Argentina,ENTRE ALGODONES,"Idiomatic expression or common phrase in Argentina.  The provided text does not give a definition of the phrase itself, only that it is an idiom used in daily life.","Argentina,Idiomatic,Everyday Life"
es-AR,IDIOM,Argentina,ENTRE COMILLAS,Idiomatic expression or common phrase in Argentina.  The provided text indicates it's related to daily life ('VIDA COTIDIANA').  Further context is needed to define the precise meaning of the idiom.,"Argentina,Idiomatic,Informal"
es-AR,IDIOM,Argentina,ERRAR EL VISCACHAZO,Idiomatic expression or common phrase in Argentina.  The provided text does not give a definition of the phrase itself.,"Argentina, Idiom, Everyday Life"
es-AR,IDIOM,Argentina,ESTAR AL PALO,Idiomatic expression or common phrase in Argentina.  The provided text does not give a definition of the phrase itself.,"Argentina,Idiomatic,Everyday Life"
es-AR,IDIOM,Argentina,ESTAR A PUNTO CARAMELO,"Idiomatic expression or common phrase in Argentina (Chapter: DAILY LIFE).  The exact meaning isn't provided in the raw data, requiring further research to understand the nuance of ""estar a punto caramelo.""  The phrase likely relates to something being perfectly prepared or at its optimal point, possibly using the analogy of caramel reaching its ideal cooking stage.","Argentina, Idiom, Daily Life"
es-AR,IDIOM,Argentina,ESTAR EN LA CORNISA,"Idiomatic expression or common phrase in Argentina.  The provided text does not give a definition of the phrase itself, only that it is an idiom used in daily life.","Argentina, Idiom, Daily Life"
es-AR,IDIOM,Argentina,ESTAR EN PAÑALES,"Idiomatic expression or common phrase in Argentina (Chapter: DAILY LIFE).  The literal translation is ""to be in diapers,"" but it figuratively means to be in a very early or undeveloped stage.  It implies a lack of experience or maturity in a particular area.","Argentina,Idiomatic,Informal"
es-AR,IDIOM,Argentina,ESTAR ENTRE LA ESPADA Y LA PARED,"Idiomatic expression or common phrase in Argentina.  It literally translates to ""to be between the sword and the wall"", and figuratively means to be in a difficult situation with no easy solution, to be caught between a rock and a hard place.","idiom,difficult situation,Argentina"
es-AR,IDIOM,Argentina,¿ESTÁS LOCO O NO HAZ MIAU?,"Idiomatic expression or common phrase in Argentina.  The literal translation is ""Are you crazy or haven't you meowed?""  It's used in everyday life (VIDA COTIDIANA). The meaning is likely a playful or rhetorical challenge questioning someone's sanity or actions.","Informal,Argentina,Idiomatic"
es-AR,IDIOM,Argentina,FALTO DE OLLA,Idiomatic expression or common phrase in Argentina.  The provided text does not give a definition of the phrase itself.,"Argentina,Idiomatic,Everyday Life"
es-AR,IDIOM,Argentina,FILOSOFÍA DE BAR,"Idiomatic expression or common phrase in Argentina.  The provided text indicates it falls under the 'Daily Life' chapter, suggesting it relates to everyday conversations or situations.","Argentina,Informal,Daily Life"
es-AR,IDIOM,Argentina,FRENAR EL CARRO,"Idiomatic expression or common phrase in Argentina.  The literal translation is ""to brake the car"", but it figuratively means to stop or slow down something,  likely referring to a situation or activity.","Argentina, Idiom, Informal"
es-AR,IDIOM,Argentina,"¡GUARDA, QUE VIENE EL GUARDA!","Idiomatic expression or common phrase in Argentina.  It translates literally to ""Watch out, the guard is coming!""  The phrase is used figuratively to warn someone that someone with authority or someone who might cause trouble is approaching.","Warning,Informal,Argentina"
es-AR,IDIOM,Argentina,HABER MUCHA TELA PARA CORTAR,"Idiomatic expression or common phrase in Argentina.  The literal translation would be ""to have a lot of fabric to cut.""  It implies that there is a lot of material or information to work with, suggesting a complex or extensive situation.","idiom,Argentina,complex situation"
es-AR,IDIOM,Argentina,HABLAR POR TENER BOCA,"Idiomatic expression or common phrase in Argentina.  It literally translates to ""to speak because one has a mouth.""  It implies someone is talking excessively or unnecessarily, often without much substance to their words. The phrase highlights the act of speaking without thinking or having a valid reason.","Informal,Argentina,Idiom"
es-AR,IDIOM,Argentina,¿HABLO YO O PASA UN CARRO?,"Idiomatic expression or common phrase in Argentina.  The phrase translates literally to ""Am I talking or is a car passing by?""  It's used to express disbelief or surprise at something someone has said or done, implying that what was said is so absurd or unbelievable that it's like a car driving by while one is trying to concentrate.","Argentina,Informal,Surprise"
es-AR,IDIOM,Argentina,HACER BUENA LETRA,Idiomatic expression or common phrase in Argentina.  The provided text does not give a definition of the phrase itself.,"Argentina,Idiomatic,Everyday Life"
es-AR,IDIOM,Argentina,HACER LA CAMA,"Idiomatic expression or common phrase in Argentina.  The phrase translates literally to ""to make the bed,"" and refers to the act of tidying one's bed.","Everyday Life,Argentina,Idiomatic"
es-AR,IDIOM,Argentina,HACER LOBBY,Idiomatic expression or common phrase in Argentina.  The provided text does not give a definition of the phrase itself.,"Argentina,Idiomatic,Informal"
es-AR,IDIOM,Argentina,HACER PATA ANCHA,Idiomatic expression or common phrase in Argentina.  The provided text does not give a definition of the phrase itself.,"Argentina, Idiom, Informal"
es-AR,IDIOM,Argentina,HACER PELO Y BARBA,Idiomatic expression or common phrase in Argentina.  The provided text does not give a definition of the phrase itself.,"Argentina,Idiomatic Expression,Daily Life"
es-AR,IDIOM,Argentina,HACER PUCHEROS,Idiomatic expression or common phrase in Argentina.  The provided text does not give a definition of the phrase itself.,"Argentina, Idiom, Everyday Life"
es-AR,IDIOM,Argentina,HACERSE UN PÍCNIC,"Idiomatic expression or common phrase in Argentina.  The phrase literally translates to ""to make oneself a picnic,"" but idiomatically means to have a picnic.","Picnic,Argentina,Informal"
es-AR,IDIOM,Argentina,HACER UNA VACA,Idiomatic expression or common phrase in Argentina.  The provided text does not give a definition of the phrase itself.,"Argentina, Idiom, Everyday Life"
